# First 4520 nontrivial Riemann zeta zeros (imaginary parts gamma_n)
# Source: David Platt computation, LMFDB (lmfdb.org/zeros/zeta), interval t in (14, 5000]
# Decoded from Platt binary format (100-bit precision). First 5 match Odlyzko published values.
n,gamma
2928,3461.915971199
2929,3462.896732402
2930,3464.083832160
2931,3464.977695252
2932,3465.827155727
2933,3467.204403986
2934,3467.909471078
2935,3468.775551367
2936,3469.551913133
2937,3470.214108961
2938,3472.249018221
2939,3473.168763395
2940,3473.814882020
2941,3475.219106733
2942,3475.717792819
2943,3476.519931771
2944,3477.700190285
2945,3479.049830179
2946,3479.465965313
2947,3480.682915951
2948,3481.776396694
2949,3483.057856801
2950,3484.159388046
2951,3484.884585353
2952,3485.691497728
2953,3486.534339669
2954,3487.539477843
2955,3488.455776622
2956,3489.665123316
2957,3491.550561368
2958,3491.811099965
2959,3492.414435580
2960,3493.720613083
2961,3494.816408482
2962,3495.988931968
2963,3496.350361364
2964,3497.372960542
2965,3498.576136539
2966,3499.686553821
2967,3501.145919590
2968,3501.897095233
2969,3502.775867949
2970,3503.636215792
2971,3504.588927775
2972,3504.992627195
2973,3506.860778987
2974,3507.545273797
2975,3508.772500867
2976,3509.636408038
2977,3510.845083645
2978,3511.731091113
2979,3512.473586843
2980,3513.877573874
2981,3514.366752244
2982,3515.416808850
2983,3515.901814499
2984,3518.026445239
2985,3518.868409209
2986,3519.870186740
2987,3520.491665966
2988,3521.365040903
2989,3522.382212894
2990,3523.635835724
2991,3524.215220738
2992,3525.386566637
2993,3526.670256711
2994,3527.615207051
2995,3528.351824583
2996,3529.955744346
2997,3530.835046798
2998,3531.201023964
2999,3532.038508848
3000,3533.328243396
3001,3534.062588280
3002,3535.772576943
3003,3536.633250706
3004,3537.708013056
3005,3538.500568907
3006,3539.089936527
3007,3540.456758807
3008,3541.357522375
3009,3542.340883918
3010,3543.322306535
3011,3543.816796287
3012,3545.699212171
3013,3546.864134595
3014,3547.314781396
3015,3548.351252964
3016,3549.458356776
3017,3550.065059226
3018,3550.853298372
3019,3552.080209750
3020,3553.840680597
3021,3554.165034789
3022,3555.534145072
3023,3556.065234536
3024,3557.427102353
3025,3558.349345038
3026,3559.265664700
3027,3560.019248824
3028,3560.776183334
3029,3562.162435083
3030,3563.215121486
3031,3564.760770714
3032,3565.396422887
3033,3566.284910776
3034,3566.916683895
3035,3567.733251749
3036,3569.343132086
3037,3570.008671365
3038,3570.822916555
3039,3572.513965628
3040,3573.079804301
3041,3574.100016309
3042,3575.493155747
3043,3575.955379644
3044,3577.205283986
3045,3577.981184111
3046,3578.410382619
3047,3579.750102615
3048,3581.585338242
3049,3582.394916620
3050,3582.923042186
3051,3583.945574775
3052,3585.206278713
3053,3585.684448662
3054,3586.840745006
3055,3587.968813668
3056,3588.859444520
3057,3589.745006545
3058,3590.983471293
3059,3592.405889080
3060,3593.028558840
3061,3594.227274785
3062,3594.469272698
3063,3595.779063754
3064,3596.421772540
3065,3597.802641295
3066,3598.948560206
3067,3600.166323797
3068,3601.104013685
3069,3601.791282752
3070,3602.418894263
3071,3604.248053633
3072,3604.754984018
3073,3605.494474972
3074,3606.359317624
3075,3607.574809645
3076,3609.283333034
3077,3609.700266169
3078,3611.101631552
3079,3611.910994677
3080,3612.324192687
3081,3613.549021241
3082,3614.327814642
3083,3615.606268125
3084,3616.840689134
3085,3617.802842397
3086,3618.452558516
3087,3619.885723507
3088,3620.705570450
3089,3621.886132366
3090,3622.179274502
3091,3623.558468473
3092,3624.437503557
3093,3624.881726598
3094,3627.060315519
3095,3627.949114791
3096,3628.610375056
3097,3629.407217612
3098,3630.363425045
3099,3631.308684289
3100,3632.478178336
3101,3633.440157775
3102,3634.056193093
3103,3635.673633428
3104,3636.439638357
3105,3637.540657718
3106,3638.553707679
3107,3639.679806518
3108,3640.362976494
3109,3641.010538146
3110,3641.707123241
3111,3643.479573648
3112,3644.403358342
3113,3645.632116644
3114,3646.450894370
3115,3647.284261680
3116,3648.158454686
3117,3649.166164132
3118,3650.302043571
3119,3651.253106163
3120,3651.783523375
3121,3653.088326196
3122,3654.211437503
3123,3655.905726441
3124,3656.334529766
3125,3656.892829633
3126,3658.129372194
3127,3658.921689551
3128,3659.907500748
3129,3660.735665815
3130,3662.368949297
3131,3663.448288855
3132,3664.002007105
3133,3664.878137729
3134,3666.237025973
3135,3667.307339233
3136,3667.735638946
3137,3669.030191157
3138,3669.423746309
3139,3670.731997269
3140,3672.349351295
3141,3673.159176144
3142,3674.087608956
3143,3675.262610130
3144,3675.662484246
3145,3676.368938137
3146,3677.893295663
3147,3678.847783057
3148,3679.818311650
3149,3680.583983908
3150,3682.418731436
3151,3682.571730549
3152,3683.971024204
3153,3684.859893088
3154,3685.974442142
3155,3686.271337181
3156,3687.538413760
3157,3688.177027972
3158,3690.184258111
3159,3691.039162253
3160,3691.756939721
3161,3692.647653927
3162,3693.370984735
3163,3694.791126718
3164,3695.672790133
3165,3696.121982634
3166,3697.585963645
3167,3698.547362767
3168,3699.430292631
3169,3700.838316760
3170,3702.050756988
3171,3702.460155933
3172,3703.347476076
3173,3704.209894383
3174,3705.129228188
3175,3706.294721356
3176,3707.579055361
3177,3708.658452869
3178,3709.582271723
3179,3710.371491777
3180,3711.404818176
3181,3712.170139467
3182,3713.583581051
3183,3714.424676840
3184,3714.739333590
3185,3715.846459035
3186,3717.751095917
3187,3718.498355474
3188,3719.483495399
3189,3720.182048933
3190,3721.296040000
3191,3722.058836768
3192,3722.627320553
3193,3724.388127501
3194,3724.882319990
3195,3726.517718265
3196,3727.105295973
3197,3727.938465956
3198,3729.472791702
3199,3730.187320676
3200,3731.075159248
3201,3731.652937303
3202,3732.847475613
3203,3733.671696807
3204,3735.007644637
3205,3736.462855617
3206,3737.426702785
3207,3737.847779332
3208,3738.588055468
3209,3739.831690660
3210,3740.875153687
3211,3741.925079349
3212,3742.485013547
3213,3743.859616212
3214,3744.846671965
3215,3746.135972513
3216,3746.840953103
3217,3747.997127045
3218,3748.752860723
3219,3749.672707911
3220,3750.303158431
3221,3751.164644510
3222,3753.186449130
3223,3753.946989066
3224,3754.507321883
3225,3755.922818842
3226,3756.524972712
3227,3757.481439850
3228,3758.696426296
3229,3759.359216676
3230,3760.582729133
3231,3761.085334952
3232,3762.475079096
3233,3763.999842698
3234,3764.644280170
3235,3765.746026064
3236,3766.455967532
3237,3766.872421484
3238,3768.338640156
3239,3769.293394313
3240,3770.105497899
3241,3771.728992762
3242,3772.512331217
3243,3773.467327741
3244,3773.941580305
3245,3775.752711840
3246,3776.258807342
3247,3777.143244334
3248,3777.833370602
3249,3778.839373785
3250,3780.226486451
3251,3781.668646123
3252,3782.390575662
3253,3783.126649464
3254,3784.265550345
3255,3784.865105100
3256,3785.791018601
3257,3786.935697906
3258,3788.263664870
3259,3788.800050332
3260,3790.041776673
3261,3791.020914405
3262,3792.560247672
3263,3792.872479502
3264,3793.790990276
3265,3795.021653416
3266,3795.808588148
3267,3796.139177933
3268,3797.854055843
3269,3799.298497077
3270,3800.132426403
3271,3800.877635579
3272,3801.590617176
3273,3802.640239733
3274,3803.829200466
3275,3804.790840394
3276,3805.434646755
3277,3806.297896755
3278,3808.093049896
3279,3808.459507837
3280,3809.874248313
3281,3811.184712334
3282,3811.428221765
3283,3812.544754399
3284,3812.978308902
3285,3814.327017462
3286,3815.531819858
3287,3816.602598128
3288,3817.768707914
3289,3818.505533966
3290,3819.414498548
3291,3820.438313369
3292,3821.438059667
3293,3822.371913386
3294,3823.148110408
3295,3824.418553125
3296,3824.541037159
3297,3826.947627238
3298,3827.576335686
3299,3828.339520520
3300,3829.144810487
3301,3830.161823923
3302,3831.034679120
3303,3831.932487130
3304,3832.941548849
3305,3834.353094561
3306,3835.220398724
3307,3836.022881981
3308,3837.238847224
3309,3838.084058667
3310,3839.426268466
3311,3839.974002766
3312,3840.504678748
3313,3841.682344812
3314,3842.678532636
3315,3844.403553213
3316,3844.897010964
3317,3846.487475476
3318,3846.747301183
3319,3847.681749671
3320,3848.415301006
3321,3850.170201815
3322,3850.603920438
3323,3851.410102461
3324,3852.703102475
3325,3853.860293846
3326,3854.902586333
3327,3855.955254474
3328,3856.703867396
3329,3857.610583015
3330,3858.448586236
3331,3859.285738177
3332,3860.093008505
3333,3861.852719325
3334,3862.983783667
3335,3863.658286019
3336,3864.150190997
3337,3865.565077205
3338,3866.822404113
3339,3866.972328125
3340,3868.412859074
3341,3869.144666921
3342,3870.114034539
3343,3871.291750189
3344,3872.666546573
3345,3873.810208381
3346,3874.229614844
3347,3875.105197585
3348,3876.173740690
3349,3876.657964938
3350,3878.256174941
3351,3879.110338710
3352,3880.082213597
3353,3881.540350511
3354,3882.116845260
3355,3882.899992550
3356,3884.209799208
3357,3885.109963086
3358,3886.225209766
3359,3886.451289791
3360,3887.352013760
3361,3889.155346345
3362,3890.309181969
3363,3891.086883002
3364,3891.929936986
3365,3893.001131077
3366,3893.407062083
3367,3894.783730289
3368,3895.567931274
3369,3896.642632275
3370,3897.870750291
3371,3898.651961795
3372,3899.623743456
3373,3901.007764610
3374,3902.077427042
3375,3902.411160511
3376,3903.351543073
3377,3904.379191304
3378,3905.344851666
3379,3906.119319112
3380,3908.188165438
3381,3908.606362666
3382,3909.465847404
3383,3910.632716857
3384,3910.911438236
3385,3912.642948599
3386,3913.259137862
3387,3914.219923269
3388,3914.949001245
3389,3916.176538560
3390,3917.658165954
3391,3918.443052988
3392,3919.222740961
3393,3920.540431095
3394,3921.152570240
3395,3921.652560348
3396,3922.665203224
3397,3924.193310525
3398,3925.247119257
3399,3926.176083584
3400,3927.080517370
3401,3928.142218295
3402,3928.886559207
3403,3930.099281280
3404,3930.891086382
3405,3931.745217361
3406,3932.624568087
3407,3933.516881842
3408,3934.938347809
3409,3936.443286120
3410,3936.974234314
3411,3937.905380854
3412,3938.214616537
3413,3939.775186812
3414,3940.434637597
3415,3941.630029648
3416,3942.352722188
3417,3944.030362807
3418,3944.650915652
3419,3945.333063669
3420,3946.878983571
3421,3947.703864075
3422,3948.434192200
3423,3949.313705822
3424,3950.132375511
3425,3950.859466440
3426,3952.942870157
3427,3953.356526591
3428,3954.778621165
3429,3955.176546373
3430,3956.420217192
3431,3957.019901777
3432,3957.954717947
3433,3959.470755506
3434,3960.071028757
3435,3960.770534614
3436,3962.168461927
3437,3963.470348861
3438,3964.312649523
3439,3965.132707099
3440,3966.138714993
3441,3966.753894106
3442,3967.818761421
3443,3968.484653608
3444,3969.914600220
3445,3971.318070212
3446,3972.115760265
3447,3973.010681504
3448,3973.457014784
3449,3974.893413368
3450,3976.066183196
3451,3976.731418901
3452,3977.113908695
3453,3978.686119979
3454,3979.497341176
3455,3980.844099782
3456,3982.048502087
3457,3982.764068117
3458,3983.749795369
3459,3984.227435181
3460,3985.098725242
3461,3986.516179038
3462,3987.230709155
3463,3988.719449265
3464,3989.352175809
3465,3990.481409607
3466,3991.570890985
3467,3992.331105100
3468,3993.293163732
3469,3994.395873998
3470,3995.168459723
3471,3995.797813413
3472,3996.689040233
3473,3998.809292300
3474,3999.519248285
3475,4000.017285179
3476,4001.144258635
3477,4002.112349428
3478,4002.695719415
3479,4004.022451395
3480,4004.806731029
3481,4005.876737437
3482,4006.931920818
3483,4008.142030891
3484,4008.689596252
3485,4010.361019024
3486,4010.983311280
3487,4011.663881542
3488,4012.568916001
3489,4013.233688805
3490,4014.657294818
3491,4015.657651052
3492,4016.968938010
3493,4018.029268459
3494,4018.776951600
3495,4019.106065041
3496,4020.570773104
3497,4021.628014217
3498,4022.380106438
3499,4023.428504974
3500,4023.905151400
3501,4025.583199027
3502,4026.602759102
3503,4027.866297572
3504,4028.247172920
3505,4029.195557081
3506,4030.383280199
3507,4030.916107786
3508,4031.654311716
3509,4033.374476877
3510,4034.520820162
3511,4035.105599030
3512,4036.079389602
3513,4037.126014571
3514,4038.290698859
3515,4038.948310434
3516,4039.857819222
3517,4040.940563222
3518,4041.464677645
3519,4042.702480396
3520,4044.322287003
3521,4045.055147387
3522,4046.214784829
3523,4046.738210817
3524,4047.468044326
3525,4048.380709828
3526,4049.973704687
3527,4050.431390624
3528,4051.384379551
3529,4052.997625982
3530,4053.566272078
3531,4054.690712870
3532,4055.477852503
3533,4056.996361903
3534,4057.428904234
3535,4057.993493539
3536,4059.085428288
3537,4060.048996007
3538,4061.743933050
3539,4062.850288693
3540,4063.157725455
3541,4064.358380196
3542,4065.178475193
3543,4066.109592651
3544,4067.074106869
3545,4068.083223826
3546,4068.969297626
3547,4070.281912570
3548,4070.603677650
3549,4072.705128706
3550,4073.126450172
3551,4074.087681133
3552,4074.817064511
3553,4075.741346670
3554,4076.719781864
3555,4077.413345485
3556,4078.922771360
3557,4080.108304481
3558,4081.066083421
3559,4081.698568432
3560,4082.588348141
3561,4083.630042860
3562,4084.942883203
3563,4085.515370586
3564,4086.379221075
3565,4086.967478975
3566,4088.781881483
3567,4089.730285638
3568,4090.591265910
3569,4091.910846159
3570,4092.297206465
3571,4093.248362229
3572,4093.905911945
3573,4095.137930751
3574,4096.510847297
3575,4097.063684460
3576,4098.475186448
3577,4099.244845294
3578,4100.107534131
3579,4101.578447922
3580,4102.037362535
3581,4102.825941826
3582,4104.141331202
3583,4104.613098580
3584,4105.512852569
3585,4107.327219356
3586,4108.624233430
3587,4108.852443161
3588,4109.710931286
3589,4110.634319887
3590,4111.859845445
3591,4112.667206019
3592,4113.485989227
3593,4114.687567837
3594,4115.615773798
3595,4116.813980891
3596,4117.600710740
3597,4118.974352669
3598,4119.596332884
3599,4120.634210584
3600,4121.348656803
3601,4121.794658785
3602,4123.240086670
3603,4124.648829380
3604,4125.592128453
3605,4126.378063881
3606,4127.593370808
3607,4128.298166700
3608,4128.777675203
3609,4130.466763780
3610,4131.136979899
3611,4131.928002433
3612,4132.724451307
3613,4134.050648828
3614,4135.441760021
3615,4136.396688873
3616,4136.974853483
3617,4137.962941380
3618,4138.838339556
3619,4139.464099155
3620,4140.892830116
3621,4141.373775320
3622,4143.347062500
3623,4143.897624856
3624,4144.603298798
3625,4145.564792568
3626,4147.071922280
3627,4147.595069548
3628,4148.652520779
3629,4149.069451051
3630,4150.445097952
3631,4151.146851510
3632,4152.768725266
3633,4153.839146745
3634,4154.630899006
3635,4155.334787262
3636,4156.296304963
3637,4156.913907992
3638,4158.129334414
3639,4159.480461699
3640,4159.921665841
3641,4161.096281182
3642,4162.377914593
3643,4163.278853051
3644,4164.135351441
3645,4165.139162956
3646,4166.078428062
3647,4166.984173408
3648,4167.509875346
3649,4168.303453626
3650,4170.482806111
3651,4170.875114382
3652,4172.130758052
3653,4172.876966852
3654,4173.416864023
3655,4174.873181875
3656,4175.512052252
3657,4176.643071920
3658,4177.322188624
3659,4178.530304183
3660,4179.574699430
3661,4180.503181765
3662,4181.922493184
3663,4182.850792879
3664,4183.377504372
3665,4183.846344459
3666,4185.312727675
3667,4185.957936687
3668,4187.200718846
3669,4188.419977240
3670,4189.615279793
3671,4190.233269291
3672,4190.985912226
3673,4192.109712346
3674,4193.175851166
3675,4194.092245882
3676,4194.899013888
3677,4195.541351655
3678,4196.604548356
3679,4198.425989112
3680,4199.335192631
3681,4199.633002830
3682,4200.997463467
3683,4201.827002237
3684,4202.416698746
3685,4203.280813660
3686,4204.736011073
3687,4205.627365267
3688,4206.870191888
3689,4207.354542104
3690,4208.734782098
3691,4209.642902759
3692,4210.549793194
3693,4211.527980700
3694,4212.170228130
3695,4212.967293233
3696,4214.117686584
3697,4215.179293282
3698,4216.832135764
3699,4217.495524252
3700,4218.230788627
3701,4219.086410356
3702,4219.672061531
3703,4221.306739710
3704,4222.126671441
3705,4222.507243705
3706,4223.901179992
3707,4225.282365846
3708,4225.722307333
3709,4227.210630502
3710,4227.984705072
3711,4228.980834107
3712,4229.533411498
3713,4230.657847975
3714,4231.008079755
3715,4232.660327379
3716,4234.137260751
3717,4234.672186485
3718,4235.502814785
3719,4236.708778081
3720,4237.343105089
3721,4238.581562429
3722,4239.083355091
3723,4240.609223276
3724,4241.104024290
3725,4241.783753083
3726,4243.573652494
3727,4244.575822633
3728,4245.621059996
3729,4246.010961502
3730,4247.050666370
3731,4247.882863620
3732,4248.798229921
3733,4249.842360551
3734,4251.024571917
3735,4252.063770377
3736,4253.452157043
3737,4253.641943495
3738,4254.606741245
3739,4256.253977915
3740,4256.903916380
3741,4257.398426071
3742,4258.412309499
3743,4259.219971504
3744,4260.828780400
3745,4261.801316154
3746,4262.834917759
3747,4263.851070090
3748,4264.326484097
3749,4265.197753530
3750,4266.175526298
3751,4267.375018116
3752,4268.223032064
3753,4269.311963383
3754,4270.228945852
3755,4271.219357724
3756,4272.626546683
3757,4273.266070376
3758,4274.006198485
3759,4275.106732634
3760,4275.863648070
3761,4276.733176340
3762,4277.420042959
3763,4279.548867188
3764,4280.161625525
3765,4280.973787693
3766,4281.587159761
3767,4282.943479139
3768,4283.493728633
3769,4284.844965401
3770,4285.629053648
3771,4286.158107287
3772,4287.680518179
3773,4288.504766274
3774,4289.812145761
3775,4290.683826358
3776,4291.674919394
3777,4292.726444975
3778,4292.817263391
3779,4293.813814960
3780,4295.348211448
3781,4296.247687554
3782,4297.269668493
3783,4298.663179090
3784,4299.054947283
3785,4300.089148378
3786,4301.012050609
3787,4302.145194882
3788,4303.183384179
3789,4303.534636904
3790,4304.617528001
3791,4305.613823712
3792,4307.449077599
3793,4307.998991754
3794,4309.172964977
3795,4309.358615070
3796,4310.632176097
3797,4311.662007244
3798,4312.226430124
3799,4313.401370259
3800,4314.799283160
3801,4315.573741805
3802,4316.464656307
3803,4317.356190740
3804,4318.867542854
3805,4319.406828392
3806,4320.162243602
3807,4321.074891627
3808,4322.076165190
3809,4322.664566486
3810,4324.546748008
3811,4325.293085728
3812,4326.350118584
3813,4327.394690704
3814,4327.700362559
3815,4328.615769054
3816,4330.027835915
3817,4330.890065792
3818,4331.851915622
3819,4332.303902287
3820,4334.020581084
3821,4335.063147371
3822,4335.606667165
3823,4337.133662606
3824,4337.451842981
3825,4338.719122163
3826,4339.027061507
3827,4340.087832541
3828,4341.413050962
3829,4342.901618175
3830,4343.563201207
3831,4344.334641491
3832,4345.249657155
3833,4346.242896210
3834,4347.628030072
3835,4347.788735322
3836,4348.975430852
3837,4350.013922106
3838,4350.871384355
3839,4351.952516633
3840,4353.700189732
3841,4354.220757625
3842,4354.724596590
3843,4355.893110782
3844,4356.482766408
3845,4357.587591693
3846,4358.755643132
3847,4359.500185598
3848,4361.191076818
3849,4361.486734503
3850,4362.761583186
3851,4363.525581319
3852,4364.546908846
3853,4365.671997009
3854,4366.527307543
3855,4367.000511849
3856,4367.711048430
3857,4369.537964927
3858,4370.734627510
3859,4371.362633022
3860,4372.227906507
3861,4373.433178291
3862,4373.863804411
3863,4374.695096161
3864,4376.083223911
3865,4376.982953297
3866,4377.768463362
3867,4379.103315875
3868,4379.759864529
3869,4381.091028310
3870,4382.125949499
3871,4382.875748523
3872,4383.466427318
3873,4384.419601139
3874,4385.579886329
3875,4386.083678708
3876,4387.756260026
3877,4389.029478392
3878,4389.719630869
3879,4390.351108275
3880,4391.021213067
3881,4392.574337675
3882,4393.358662553
3883,4394.028511127
3884,4395.060893844
3885,4395.951097931
3886,4397.223222687
3887,4398.451719633
3888,4399.177467304
3889,4400.270180039
3890,4401.175471548
3891,4401.533574080
3892,4402.808234517
3893,4403.239569924
3894,4405.218604640
3895,4405.832303994
3896,4406.706876416
3897,4407.973180940
3898,4408.623707863
3899,4409.666097134
3900,4410.491141982
3901,4411.715201531
3902,4412.237247491
3903,4413.216561165
3904,4413.934044512
3905,4415.850961827
3906,4416.593999029
3907,4417.580116976
3908,4418.241556473
3909,4418.971524791
3910,4419.922457573
3911,4421.141217997
3912,4421.904701208
3913,4422.790749621
3914,4424.339666554
3915,4425.244909575
3916,4425.495648732
3917,4427.164720656
3918,4428.073175843
3919,4428.881802432
3920,4429.488009567
3921,4430.247448795
3922,4431.424340483
3923,4432.575627455
3924,4434.029253196
3925,4434.779104836
3926,4435.529083293
3927,4436.423737984
3928,4437.394173678
3929,4437.976869629
3930,4439.557560714
3931,4440.107585509
3932,4441.064996265
3933,4441.984948578
3934,4443.365941871
3935,4444.564424110
3936,4445.238338541
3937,4445.772758249
3938,4447.263096017
3939,4447.732962462
3940,4448.301901068
3941,4449.635268124
3942,4451.098120800
3943,4452.188083705
3944,4452.680702066
3945,4453.734551271
3946,4454.462905440
3947,4455.762657973
3948,4456.703250194
3949,4457.245826340
3950,4458.188749331
3951,4459.171279016
3952,4460.548529288
3953,4461.404140479
3954,4462.734622195
3955,4463.647648067
3956,4464.038523257
3957,4464.812716128
3958,4465.805997569
3959,4467.228532883
3960,4467.739817015
3961,4469.170662737
3962,4469.978032832
3963,4471.361757252
3964,4471.550195590
3965,4472.959272015
3966,4474.186277577
3967,4474.317091779
3968,4475.801110932
3969,4476.246519158
3970,4477.015857063
3971,4479.269423276
3972,4479.730664772
3973,4480.533629739
3974,4481.410040221
3975,4482.366885689
3976,4483.238277467
3977,4484.123623369
3978,4485.052226104
3979,4486.327219163
3980,4487.084191428
3981,4488.070667249
3982,4489.240895548
3983,4490.295506995
3984,4491.218481252
3985,4492.008277879
3986,4492.638034669
3987,4493.533634735
3988,4494.493755902
3989,4495.810018030
3990,4496.893451767
3991,4498.107112046
3992,4498.778394072
3993,4499.585223107
3994,4500.164602396
3995,4501.627186644
3996,4502.673855554
3997,4503.329854346
3998,4503.715555682
3999,4505.458867093
4000,4506.311496729
4001,4507.745182883
4002,4508.211436903
4003,4509.371444648
4004,4509.943668937
4005,4511.040014029
4006,4511.462718597
4007,4512.809991107
4008,4514.077139590
4009,4515.191306765
4010,4516.089845214
4011,4516.365671041
4012,4518.275389222
4013,4518.584679215
4014,4519.574800020
4015,4520.538555009
4016,4521.475485153
4017,4522.144077728
4018,4523.237464379
4019,4524.973397161
4020,4525.790882297
4021,4526.348586359
4022,4527.353633124
4023,4527.943893545
4024,4529.069234592
4025,4530.025233174
4026,4531.318968338
4027,4531.643575987
4028,4533.297976471
4029,4534.135598244
4030,4534.935556005
4031,4535.907562517
4032,4537.252568547
4033,4537.806098344
4034,4538.508935088
4035,4539.188862924
4036,4540.347726623
4037,4542.129666251
4038,4542.620486098
4039,4543.746922274
4040,4544.720271321
4041,4545.263343636
4042,4546.141207421
4043,4547.593415369
4044,4547.938636006
4045,4549.281071828
4046,4550.068688879
4047,4550.979693585
4048,4552.321926161
4049,4553.536850281
4050,4554.197951051
4051,4554.959391487
4052,4555.595473599
4053,4556.891310536
4054,4557.533974071
4055,4558.396623828
4056,4560.215941098
4057,4560.999833506
4058,4561.629346602
4059,4562.596817089
4060,4563.416046268
4061,4564.815955845
4062,4565.416958272
4063,4566.253326082
4064,4567.121450991
4065,4567.941686479
4066,4569.615770295
4067,4570.433329175
4068,4571.457898786
4069,4572.249860419
4070,4573.246173187
4071,4573.924130512
4072,4574.297621384
4073,4576.189954392
4074,4576.793917800
4075,4577.859111430
4076,4578.927025832
4077,4579.956917854
4078,4580.717084506
4079,4581.894187213
4080,4582.568249086
4081,4583.673687921
4082,4584.380768499
4083,4584.977258165
4084,4586.207762605
4085,4587.674877077
4086,4588.977914220
4087,4589.643449490
4088,4589.748811534
4089,4591.204146513
4090,4592.049309088
4091,4593.159791573
4092,4593.836891986
4093,4594.787190560
4094,4596.263664401
4095,4596.829908459
4096,4597.820812342
4097,4599.373672440
4098,4599.907579438
4099,4600.630054113
4100,4601.602961817
4101,4602.256123514
4102,4603.209690545
4103,4604.641681401
4104,4605.883451695
4105,4606.462472402
4106,4607.753032587
4107,4608.216380944
4108,4609.224160777
4109,4610.084231646
4110,4611.484674458
4111,4612.028597459
4112,4612.788854014
4113,4613.684307641
4114,4615.536616091
4115,4616.222300662
4116,4616.958582781
4117,4618.107678910
4118,4618.767170619
4119,4619.465593897
4120,4620.544365613
4121,4621.348279219
4122,4622.819323121
4123,4623.805611944
4124,4624.726278755
4125,4625.409262502
4126,4626.342985704
4127,4627.790229823
4128,4628.463443402
4129,4628.974234757
4130,4629.888782939
4131,4631.226406989
4132,4631.762401044
4133,4633.564438992
4134,4634.307105419
4135,4635.357160887
4136,4636.028343961
4137,4636.392280747
4138,4637.792071980
4139,4638.748153748
4140,4639.715380823
4141,4640.561739731
4142,4641.758272380
4143,4642.685758177
4144,4643.751735864
4145,4644.753105527
4146,4645.362987352
4147,4646.739486074
4148,4647.117263732
4149,4648.112608175
4150,4648.564886817
4151,4650.614330328
4152,4651.664121146
4153,4652.088399129
4154,4653.119156055
4155,4654.068949600
4156,4654.947323958
4157,4655.721560896
4158,4656.922418573
4159,4657.820890195
4160,4658.394949958
4161,4659.918687610
4162,4660.563963934
4163,4662.080004603
4164,4662.945890919
4165,4663.505025594
4166,4664.322897246
4167,4665.141375953
4168,4666.090798753
4169,4667.424428268
4170,4668.055177752
4171,4669.829513522
4172,4670.350631746
4173,4671.032106499
4174,4671.877847965
4175,4673.282690521
4176,4674.126716049
4177,4674.741639863
4178,4675.727566686
4179,4676.334095816
4180,4677.930219147
4181,4679.087491041
4182,4680.088468859
4183,4680.606397111
4184,4681.604890747
4185,4682.648662425
4186,4683.021291067
4187,4684.186914790
4188,4685.407789642
4189,4686.708155146
4190,4687.072177975
4191,4688.252603006
4192,4689.505062437
4193,4690.178840007
4194,4691.296768789
4195,4691.862100091
4196,4692.866432862
4197,4693.939417293
4198,4694.173942793
4199,4696.095849873
4200,4697.354147472
4201,4697.774403761
4202,4698.924504209
4203,4699.497252231
4204,4700.158603281
4205,4701.842587035
4206,4702.437645696
4207,4703.015173841
4208,4704.338118407
4209,4705.482138782
4210,4706.468570903
4211,4707.187171952
4212,4708.595427452
4213,4709.332678157
4214,4709.944940346
4215,4710.552242005
4216,4711.691980185
4217,4712.777797477
4218,4714.247723107
4219,4714.997962825
4220,4715.952621727
4221,4716.660239219
4222,4717.733401082
4223,4718.529894767
4224,4719.595704167
4225,4720.386694374
4226,4721.537540940
4227,4721.954561820
4228,4723.234934939
4229,4724.996421878
4230,4725.487196575
4231,4726.271143853
4232,4726.949295825
4233,4728.211604353
4234,4728.750507230
4235,4729.661501548
4236,4730.962714324
4237,4732.021907045
4238,4733.193764940
4239,4733.844098700
4240,4734.527817833
4241,4736.044923936
4242,4736.596840064
4243,4737.784035548
4244,4738.432582517
4245,4738.793733317
4246,4740.332565971
4247,4741.721885804
4248,4742.414037310
4249,4743.717920629
4250,4744.421811484
4251,4744.996853270
4252,4745.842419030
4253,4746.839593743
4254,4748.335806690
4255,4748.700881129
4256,4749.728100218
4257,4751.215949059
4258,4751.682732579
4259,4753.084026101
4260,4753.918835840
4261,4754.589564976
4262,4755.588948859
4263,4756.356140490
4264,4757.222671633
4265,4757.970669573
4266,4760.158590209
4267,4760.441048059
4268,4761.516430764
4269,4761.983993808
4270,4763.158188506
4271,4764.275424407
4272,4764.998476804
4273,4765.803255385
4274,4766.884818058
4275,4767.868858831
4276,4768.726470929
4277,4770.256497158
4278,4770.891284039
4279,4772.057494829
4280,4772.644938936
4281,4773.439797773
4282,4774.056619726
4283,4775.395711249
4284,4776.429201254
4285,4777.635676983
4286,4778.374124696
4287,4779.596151378
4288,4780.479123089
4289,4780.708587502
4290,4782.356874432
4291,4783.343224125
4292,4783.714516795
4293,4784.640967679
4294,4785.525415338
4295,4787.252675346
4296,4788.152570124
4297,4788.999015740
4298,4789.698347934
4299,4790.733815869
4300,4791.291170821
4301,4792.408824019
4302,4793.347319652
4303,4794.286764715
4304,4795.780117832
4305,4796.352903432
4306,4797.097933598
4307,4798.420841863
4308,4799.673211404
4309,4800.097767615
4310,4800.671002186
4311,4802.188369509
4312,4802.377850870
4313,4803.704592677
4314,4805.072216480
